행정구역,2022년10월_남_총인구수,2022년10월_남_연령구간인구수,2022년10월_남_0~9세,2022년10월_남_10~19세,2022년10월_남_20~29세,2022년10월_남_30~39세,2022년10월_남_40~49세,2022년10월_남_50~59세,2022년10월_남_60~69세,2022년10월_남_70~79세,2022년10월_남_80~89세,2022년10월_남_90~99세,2022년10월_남_100세 이상,2022년10월_여_총인구수,2022년10월_여_연령구간인구수,2022년10월_여_0~9세,2022년10월_여_10~19세,2022년10월_여_20~29세,2022년10월_여_30~39세,2022년10월_여_40~49세,2022년10월_여_50~59세,2022년10월_여_60~69세,2022년10월_여_70~79세,2022년10월_여_80~89세,2022년10월_여_90~99세,2022년10월_여_100세 이상
경기도 김포시 통진읍(4157025000),16081 ,16081 ,872 ,1301 ,2075 ,1902 ,2437 ,3120 ,2762 ,1102 ,470 ,40 ,0 ,14104 ,14104 ,855 ,1112 ,1425 ,1489 ,1962 ,2560 ,2470 ,1278 ,808 ,140 ,5 
경기도 김포시 고촌읍(4157025300),23752 ,23752 ,3179 ,2604 ,2011 ,3626 ,5050 ,3081 ,2577 ,1232 ,356 ,34 ,2 ,24095 ,24095 ,2918 ,2433 ,2067 ,4137 ,4820 ,3033 ,2856 ,1166 ,541 ,121 ,3 
경기도 김포시 양촌읍(4157025600),15571 ,15571 ,1080 ,1343 ,1625 ,2110 ,2745 ,2686 ,2454 ,1092 ,401 ,34 ,1 ,14077 ,14077 ,1018 ,1239 ,1363 ,1803 ,2157 ,2229 ,2277 ,1169 ,697 ,123 ,2 
경기도 김포시 대곶면(4157034000),5821 ,5821 ,162 ,271 ,517 ,551 ,780 ,1360 ,1346 ,560 ,247 ,25 ,2 ,4152 ,4152 ,147 ,219 ,338 ,323 ,453 ,780 ,931 ,536 ,352 ,72 ,1 
경기도 김포시 월곶면(4157035000),2968 ,2968 ,57 ,105 ,263 ,248 ,340 ,618 ,771 ,389 ,161 ,16 ,0 ,2422 ,2422 ,63 ,119 ,178 ,166 ,213 ,453 ,604 ,344 ,215 ,65 ,2 
경기도 김포시 하성면(4157036000),4414 ,4414 ,117 ,253 ,436 ,386 ,514 ,873 ,1086 ,501 ,220 ,27 ,1 ,3703 ,3703 ,134 ,169 ,267 ,287 ,323 ,681 ,867 ,535 ,359 ,78 ,3 
경기도 김포시 김포본동(4157051500),29272 ,29272 ,2697 ,3129 ,3827 ,3668 ,5011 ,4994 ,3635 ,1581 ,669 ,59 ,2 ,30296 ,30296 ,2607 ,3087 ,3388 ,3882 ,5177 ,5280 ,3725 ,1910 ,1078 ,158 ,4 
경기도 김포시 장기본동(4157052500),18883 ,18883 ,2084 ,2932 ,1928 ,2234 ,4130 ,2768 ,1586 ,898 ,295 ,27 ,1 ,19834 ,19834 ,2057 ,2802 ,1939 ,2595 ,4329 ,2686 ,1871 ,1005 ,476 ,74 ,0 
경기도 김포시 사우동(4157054000),11074 ,11074 ,714 ,1056 ,1507 ,1424 ,1819 ,2009 ,1544 ,694 ,283 ,24 ,0 ,11027 ,11027 ,629 ,963 ,1323 ,1299 ,1756 ,2079 ,1546 ,882 ,475 ,73 ,2 
경기도 김포시 풍무동(4157055000),29568 ,29568 ,3002 ,3531 ,3563 ,3991 ,5614 ,4530 ,3042 ,1643 ,602 ,49 ,1 ,31206 ,31206 ,2794 ,3406 ,3796 ,4484 ,5764 ,4717 ,3369 ,1853 ,878 ,140 ,5 
경기도 김포시 장기동(4157056000),20153 ,20153 ,2469 ,2690 ,1962 ,2721 ,4714 ,2736 ,1657 ,870 ,311 ,23 ,0 ,21099 ,21099 ,2460 ,2751 ,1898 ,3111 ,4599 ,2630 ,1974 ,1095 ,496 ,85 ,0 
경기도 김포시 구래동(4157057000),22499 ,22499 ,3000 ,2169 ,2783 ,4877 ,4932 ,2252 ,1511 ,748 ,210 ,16 ,1 ,22783 ,22783 ,2919 ,2271 ,3010 ,4792 ,4427 ,2236 ,1831 ,885 ,354 ,54 ,4 
경기도 김포시 마산동(4157057500),17812 ,17812 ,2684 ,1740 ,1389 ,3434 ,4170 ,1846 ,1407 ,871 ,248 ,23 ,0 ,18179 ,18179 ,2528 ,1785 ,1460 ,3569 ,3569 ,1932 ,1818 ,1041 ,409 ,65 ,3 
